dats	tims	lons	lats	shear	mes		
23/07/2000	18:00	68	41,35	a	7		
23/07/2000	18:00	-24	45,324	c	7		
23/07/2000	18:00	-92,267	38,733	a	7		
23/07/2000	18:00	-118,039	48,039	c	7		
23/07/2000	18:00	-171	55,314	c	7		
24/07/2000	0:00	121	38,889	c	7		
24/07/2000	0:00	71	41,714	a	7		
24/07/2000	0:00	7,291	65,291	a	7		
24/07/2000	0:00	-17,505	44,505	c	7		
24/07/2000	0:00	-90	37,741	a	7		
24/07/2000	0:00	-161	57,405	c	7		
24/07/2000	6:00	35	38,109	c	7		
24/07/2000	6:00	-87	38,064	a	7		
24/07/2000	6:00	-131	47,334	c	7		
24/07/2000	6:00	-140,874	47	a	7		
24/07/2000	12:00	-88	32,787	a	7		
24/07/2000	12:00	-130	47,287	c	7		
24/07/2000	12:00	-135	43,811	c	7		
24/07/2000	12:00	-169,52	57,52	a	7		
24/07/2000	18:00	39	41,191	c	7		
24/07/2000	18:00	-84	35,368	a	7		
24/07/2000	18:00	-117	50,843	c	7		
24/07/2000	18:00	-133,734	41,266	a	7		
24/07/2000	18:00	-159	54,717	c	7		
25/07/2000	0:00	64	35,986	a	7		
25/07/2000	0:00	42	44,229	c	7		
25/07/2000	0:00	-77	44,691	a	7		
25/07/2000	0:00	-128,632	42,368	c	7		
25/07/2000	6:00	66,034	34,034	c	7		
25/07/2000	6:00	-83	39,676	a	7		
25/07/2000	6:00	-121,434	44,566	c	7		
25/07/2000	12:00	127	35,361	a	7		
25/07/2000	12:00	-7	41,245	c	7		
25/07/2000	12:00	-79	41,072	a	7		
25/07/2000	12:00	-97,982	45,982	c	7		
25/07/2000	18:00	131	34,026	c	7		
25/07/2000	18:00	72,906	50,094	a	7		
25/07/2000	18:00	52,36	66,64	a	7		
25/07/2000	18:00	-1,091	42,091	c	7		
25/07/2000	18:00	-69,685	45,315	a	7		
25/07/2000	18:00	-136,855	45	c	7		
26/07/2000	0:00	134,958	34,042	a	7		
26/07/2000	0:00	-31,473	42,527	c	7		
26/07/2000	0:00	-67	45,788	a	7		
26/07/2000	0:00	-117	49,787	c	7		
26/07/2000	0:00	-132,722	43,278	c	7		
26/07/2000	6:00	136	34,282	c	7		
26/07/2000	6:00	102,588	50,588	a	7		
26/07/2000	6:00	72,724	47,724	a	7		
26/07/2000	6:00	-28,716	41,284	c	7		
26/07/2000	6:00	-64	45,99	a	7		
26/07/2000	6:00	-127,427	45,573	c	7		
26/07/2000	12:00	136,459	35,541	c	7		
26/07/2000	12:00	102,539	49	c	7		
26/07/2000	12:00	75,371	51,371	a	7		
26/07/2000	12:00	-20,216	42	c	7		
26/07/2000	12:00	-61,789	46,789	a	7		
26/07/2000	12:00	-123	46,883	c	7		
26/07/2000	18:00	138,311	37,311	c	7		
26/07/2000	18:00	76,038	46,962	a	7		
26/07/2000	18:00	-20,756	41,244	c	7		
26/07/2000	18:00	-58	44,665	a	7		
26/07/2000	18:00	-117,389	49,611	c	7		
26/07/2000	18:00	-130,36	45,64	c	7		
26/07/2000	18:00	-176,621	55,379	a	7		
27/07/2000	0:00	141,528	42,472	c	7		
27/07/2000	0:00	82	45,719	a	7		
27/07/2000	0:00	-18	41,784	c	7		
27/07/2000	0:00	-54,362	42,638	a	7		
27/07/2000	0:00	-126	46,802	c	7		
27/07/2000	6:00	135,243	43,243	c	7		
27/07/2000	6:00	82	45,944	a	7		
27/07/2000	6:00	-12,47	42,47	c	7		
27/07/2000	6:00	-50,993	41,007	a	7		
27/07/2000	6:00	-94	48,822	a	7		
27/07/2000	6:00	-123	50,018	c	7		
27/07/2000	12:00	139,71	39,29	c	7		
27/07/2000	12:00	82	44,761	a	7		
27/07/2000	12:00	27,045	46,045	c	7		
27/07/2000	12:00	-50	38,255	a	7		
27/07/2000	12:00	-120,767	51,767	c	7		
27/07/2000	18:00	139	43,574	c	7		
27/07/2000	18:00	90	43,259	a	7		
27/07/2000	18:00	46	51,302	c	7		
27/07/2000	18:00	30	46,02	c	7		
27/07/2000	18:00	-44	37,373	a	7		
27/07/2000	18:00	-122	52,716	c	7		
27/07/2000	18:00	-170	49,848	a	7		
28/07/2000	0:00	118	45,09	c	7		
28/07/2000	0:00	95	42,222	a	7		
28/07/2000	0:00	31	45,067	c	7		
28/07/2000	0:00	-45,995	38,005	a	7		
28/07/2000	0:00	-123,833	52,833	c	7		
28/07/2000	6:00	96,42	41,42	c	7		
28/07/2000	6:00	53	56,275	c	7		
28/07/2000	6:00	35,674	44,326	c	7		
28/07/2000	6:00	-46	37,075	a	7		
28/07/2000	6:00	-115,764	56,764	c	7		
28/07/2000	12:00	41	44,393	c	7		
28/07/2000	12:00	-42,493	36,507	a	7		
28/07/2000	12:00	-85,253	56,747	a	7		
28/07/2000	18:00	106	39,016	c	7		
28/07/2000	18:00	59,475	61,475	a	7		
28/07/2000	18:00	33,72	48,28	c	7		
28/07/2000	18:00	-41,593	37,407	a	7		
28/07/2000	18:00	-112	58,534	c	7		
29/07/2000	0:00	114	38,795	c	7		
29/07/2000	0:00	56,397	62,603	c	7		
29/07/2000	0:00	41	48,077	c	7		
29/07/2000	0:00	-41,587	37,413	a	7		
29/07/2000	0:00	-119,39	51	c	7		
29/07/2000	6:00	110,671	37,671	c	7		
29/07/2000	6:00	94,676	53,324	c	7		
29/07/2000	6:00	49	47,276	c	7		
29/07/2000	6:00	-39,661	37,661	a	7		
29/07/2000	6:00	-79,933	50,933	a	7		
29/07/2000	12:00	114	36,372	c	7		
29/07/2000	12:00	47,516	47,484	c	7		
29/07/2000	12:00	-39	38,165	a	7		
29/07/2000	12:00	-77	48,92	a	7		
29/07/2000	18:00	111	35,702	c	7		
29/07/2000	18:00	91	50,864	a	7		
29/07/2000	18:00	17,232	43,232	c	7		
29/07/2000	18:00	-40	38,151	a	7		
29/07/2000	18:00	-78	48,415	a	7		
30/07/2000	0:00	110,372	34,372	c	7		
30/07/2000	0:00	23,859	45	c	7		
30/07/2000	0:00	-39	37,131	a	7		
30/07/2000	0:00	-76	47,874	a	7		
30/07/2000	0:00	-109,513	55,487	c	7		
30/07/2000	6:00	111	39,366	c	7		
30/07/2000	6:00	99	47,813	a	7		
30/07/2000	6:00	60,995	46,005	c	7		
30/07/2000	6:00	-37	37,027	a	7		
30/07/2000	6:00	-73,641	47,359	a	7		
30/07/2000	6:00	-106,995	55,995	c	7		
30/07/2000	12:00	115	42,695	c	7		
30/07/2000	12:00	106,233	45	a	7		
30/07/2000	12:00	61	48,221	c	7		
30/07/2000	12:00	-37	36,767	a	7		
30/07/2000	12:00	-70	46,827	a	7		
30/07/2000	12:00	-111,508	55,508	c	7		
30/07/2000	12:00	-139,814	40	c	7		
30/07/2000	18:00	142,831	60,831	a	7		
30/07/2000	18:00	113	40,377	c	7		
30/07/2000	18:00	85,15	52	a	7		
30/07/2000	18:00	-34	36,256	c	7		
30/07/2000	18:00	-68	46,435	a	7		
30/07/2000	18:00	-138	38,552	c	7		
31/07/2000	0:00	114	38,924	c	7		
31/07/2000	0:00	87,376	49	a	7		
31/07/2000	0:00	42,546	55,454	c	7		
31/07/2000	0:00	-32	37,087	c	7		
31/07/2000	0:00	-63,69	44,69	a	7		
31/07/2000	0:00	-137	38,552	c	7		
31/07/2000	6:00	116	36,301	c	7		
31/07/2000	6:00	89	46,628	a	7		
31/07/2000	6:00	24	39,848	c	7		
31/07/2000	6:00	-33	35,54	a	7		
31/07/2000	6:00	-59,423	43,423	a	7		
31/07/2000	6:00	-138	38,051	c	7		
31/07/2000	12:00	119,719	35,281	c	7		
31/07/2000	12:00	92,042	49	a	7		
31/07/2000	12:00	45,593	57,407	c	7		
31/07/2000	12:00	22,223	39,777	c	7		
31/07/2000	12:00	-31	34,493	a	7		
31/07/2000	12:00	-57,318	42,318	a	7		
31/07/2000	12:00	-136	37,914	c	7		
31/07/2000	18:00	123	35,505	c	7		
31/07/2000	18:00	94	46,929	a	7		
31/07/2000	18:00	28,567	42,433	c	7		
31/07/2000	18:00	-28,653	33,653	a	7		
31/07/2000	18:00	-134,885	37,885	c	7		
01/08/2000	0:00	115,677	43,677	a	8		
01/08/2000	0:00	97	42,622	a	8		
01/08/2000	0:00	-26	33,113	a	8		
01/08/2000	0:00	-124	47,27	c	8		
01/08/2000	6:00	128	34,942	a	8		
01/08/2000	6:00	85	49,956	a	8		
01/08/2000	6:00	-25	32,247	a	8		
01/08/2000	6:00	-146	48,651	c	8		
01/08/2000	6:00	-173	55,065	c	8		
01/08/2000	12:00	83,773	48,773	c	8		
01/08/2000	12:00	-54,761	40,239	a	8		
01/08/2000	12:00	-105	57,788	a	8		
01/08/2000	12:00	-123	51,037	c	8		
01/08/2000	18:00	164,375	48,625	c	8		
01/08/2000	18:00	118	51,617	a	8		
01/08/2000	18:00	85,345	47,345	a	8		
01/08/2000	18:00	-56	39,275	a	8		
01/08/2000	18:00	-135	48,402	c	8		
01/08/2000	18:00	-178,283	45,283	c	8		
02/08/2000	0:00	170,226	47,226	c	8		
02/08/2000	0:00	129,395	41,605	a	8		
02/08/2000	0:00	85,304	46,304	a	8		
02/08/2000	0:00	34	37,318	c	8		
02/08/2000	0:00	6,653	50,347	c	8		
02/08/2000	0:00	-54	38,164	a	8		
02/08/2000	0:00	-97	52,577	a	8		
02/08/2000	0:00	-131	49,563	c	8		
02/08/2000	0:00	-178	43,738	c	8		
02/08/2000	6:00	155,453	53,547	a	8		
02/08/2000	6:00	125,863	45,137	c	8		
02/08/2000	6:00	34	38,122	c	8		
02/08/2000	6:00	-19	47,44	a	8		
02/08/2000	6:00	-86,78	48,78	a	8		
02/08/2000	6:00	-127,518	49,518	c	8		
02/08/2000	6:00	-176	43,42	c	8		
02/08/2000	12:00	139	51,923	a	8		
02/08/2000	12:00	73	46,884	a	8		
02/08/2000	12:00	33	36,908	c	8		
02/08/2000	12:00	-18,743	47	a	8		
02/08/2000	12:00	-87	47,243	c	8		
02/08/2000	12:00	-141,961	64	a	8		
02/08/2000	12:00	-173,929	62,071	c	8		
02/08/2000	18:00	147,423	55,423	a	8		
02/08/2000	18:00	82,79	51,21	a	8		
02/08/2000	18:00	35	36,533	c	8		
02/08/2000	18:00	28	43,939	a	8		
02/08/2000	18:00	-15	45,881	a	8		
02/08/2000	18:00	-89	46,011	a	8		
02/08/2000	18:00	-128	48,619	a	8		
02/08/2000	18:00	-177	63,782	c	8		
03/08/2000	0:00	134,551	56,551	c	8		
03/08/2000	0:00	75	41,863	a	8		
03/08/2000	0:00	37	37,313	c	8		
03/08/2000	0:00	-13	44,798	a	8		
03/08/2000	0:00	-90,428	44,572	a	8		
03/08/2000	0:00	-123,169	49,169	c	8		
03/08/2000	0:00	-132	47,52	a	8		
03/08/2000	6:00	76	40,397	a	8		
03/08/2000	6:00	38,886	37,886	c	8		
03/08/2000	6:00	-11	43,987	a	8		
03/08/2000	6:00	-86,572	43,428	c	8		
03/08/2000	6:00	-130,623	45,377	a	8		
03/08/2000	12:00	150	50,017	a	8		
03/08/2000	12:00	101,063	53,063	c	8		
03/08/2000	12:00	80	48,345	a	8		
03/08/2000	12:00	33,045	38,045	c	8		
03/08/2000	12:00	-8,393	41,607	a	8		
03/08/2000	12:00	-83	42,917	c	8		
03/08/2000	12:00	-130	44,054	a	8		
03/08/2000	18:00	146,855	51,145	a	8		
03/08/2000	18:00	97,92	53	c	8		
03/08/2000	18:00	80,943	46,943	a	8		
03/08/2000	18:00	35,066	37,066	c	8		
03/08/2000	18:00	-6,091	40,091	a	8		
03/08/2000	18:00	-81	44,157	c	8		
03/08/2000	18:00	-131	42,379	a	8		
04/08/2000	0:00	147	50,481	a	8		
04/08/2000	0:00	86,163	48,163	a	8		
04/08/2000	0:00	-4	38,893	a	8		
04/08/2000	0:00	-77	44,857	c	8		
04/08/2000	0:00	-132,957	41,043	a	8		
04/08/2000	6:00	152,379	49,621	a	8		
04/08/2000	6:00	65,732	58,268	c	8		
04/08/2000	6:00	0	38,036	a	8		
04/08/2000	6:00	-77,138	46,138	c	8		
04/08/2000	6:00	-127	44,475	a	8		
04/08/2000	12:00	157,657	48,343	a	8		
04/08/2000	12:00	85,341	46,341	a	8		
04/08/2000	12:00	71,442	58,442	c	8		
04/08/2000	12:00	21	51,61	c	8		
04/08/2000	12:00	-0,832	38,168	a	8		
04/08/2000	12:00	-72,46	47,46	c	8		
04/08/2000	12:00	-123	45,487	a	8		
04/08/2000	18:00	161	46,569	a	8		
04/08/2000	18:00	89	47,12	a	8		
04/08/2000	18:00	58,757	61,243	c	8		
04/08/2000	18:00	3	37,877	a	8		
04/08/2000	18:00	-70,619	47,619	c	8		
04/08/2000	18:00	-92	48,204	a	8		
04/08/2000	18:00	-117,984	46,984	a	8		
04/08/2000	18:00	-163,186	50	c	8		
05/08/2000	0:00	162,647	45,353	a	8		
05/08/2000	0:00	102,526	56,526	c	8		
05/08/2000	0:00	90	46,295	a	8		
05/08/2000	0:00	57	51,76	c	8		
05/08/2000	0:00	3	38,762	a	8		
05/08/2000	0:00	-81	38,481	c	8		
05/08/2000	0:00	-86,694	43,306	a	8		
05/08/2000	6:00	163,414	43,586	a	8		
05/08/2000	6:00	59,7	50,3	c	8		
05/08/2000	6:00	5	38,759	a	8		
05/08/2000	6:00	-77,148	38,852	c	8		
05/08/2000	6:00	-83	38,838	a	8		
05/08/2000	6:00	-125,098	43,902	a	8		
05/08/2000	12:00	167,585	41,585	a	8		
05/08/2000	12:00	66	51,434	c	8		
05/08/2000	12:00	2	40,104	a	8		
05/08/2000	12:00	-59,592	48,592	c	8		
05/08/2000	12:00	-80,492	36,492	a	8		
05/08/2000	18:00	170,133	40,867	a	8		
05/08/2000	18:00	102	52,318	a	8		
05/08/2000	18:00	65	52,2	c	8		
05/08/2000	18:00	-6,316	39,684	a	8		
05/08/2000	18:00	-59	48,561	c	8		
05/08/2000	18:00	-77,09	34,91	a	8		
05/08/2000	18:00	-114,587	43,413	a	8		
06/08/2000	0:00	102	50,973	a	8		
06/08/2000	0:00	66	51,886	c	8		
06/08/2000	0:00	-5,524	37,476	a	8		
06/08/2000	0:00	-60	47,623	c	8		
06/08/2000	0:00	-77	34,536	a	8		
06/08/2000	0:00	-102,264	47,264	a	8		
06/08/2000	0:00	-123	60,196	c	8		
06/08/2000	6:00	107	51,235	a	8		
06/08/2000	6:00	63,753	52,247	c	8		
06/08/2000	6:00	6,457	53,457	a	8		
06/08/2000	6:00	-62	46,315	c	8		
06/08/2000	6:00	-74	35,014	a	8		
06/08/2000	6:00	-107	46,825	a	8		
06/08/2000	12:00	109,209	52,209	a	8		
06/08/2000	12:00	52,842	52	c	8		
06/08/2000	12:00	36	50,808	a	8		
06/08/2000	12:00	-59,554	47	c	8		
06/08/2000	12:00	-69,634	36,634	a	8		
06/08/2000	12:00	-102,688	45,312	c	8		
06/08/2000	18:00	137	53,722	a	8		
06/08/2000	18:00	113	52,797	c	8		
06/08/2000	18:00	49	49,767	c	8		
06/08/2000	18:00	33,14	49,14	a	8		
06/08/2000	18:00	-64	39,291	c	8		
06/08/2000	18:00	-94,293	45	c	8		
06/08/2000	18:00	-118	50,709	c	8		
07/08/2000	0:00	138	53,013	a	8		
07/08/2000	0:00	60	51,934	c	8		
07/08/2000	0:00	40,477	47,523	a	8		
07/08/2000	0:00	-50,489	49,489	c	8		
07/08/2000	0:00	-91	43,639	c	8		
07/08/2000	6:00	138	51,829	a	8		
07/08/2000	6:00	69,411	54	c	8		
07/08/2000	6:00	37,02	53	a	8		
07/08/2000	6:00	-27	52,706	c	8		
07/08/2000	6:00	-85,168	44,168	c	8		
07/08/2000	6:00	-177	35,492	a	8		
07/08/2000	12:00	139	49,977	a	8		
07/08/2000	12:00	50	45,726	a	8		
07/08/2000	12:00	-8,158	48,842	c	8		
07/08/2000	12:00	-86,361	44,361	c	8		
07/08/2000	12:00	-113,55	46,45	c	8		
07/08/2000	12:00	-169,222	49,778	a	8		
07/08/2000	18:00	141,401	48,599	a	8		
07/08/2000	18:00	53,927	44,927	c	8		
07/08/2000	18:00	46,129	50	a	8		
07/08/2000	18:00	-2	48,756	a	8		
07/08/2000	18:00	-80,454	44,546	c	8		
07/08/2000	18:00	-108	44,45	c	8		
08/08/2000	0:00	142	47,724	a	8		
08/08/2000	0:00	61	44,672	c	8		
08/08/2000	0:00	51	47,713	a	8		
08/08/2000	0:00	16,827	49,173	c	8		
08/08/2000	0:00	-79	44,345	c	8		
08/08/2000	0:00	-104	46,848	c	8		
08/08/2000	6:00	145	46,185	a	8		
08/08/2000	6:00	68	46,463	c	8		
08/08/2000	6:00	22,925	44	c	8		
08/08/2000	6:00	8	36,975	a	8		
08/08/2000	6:00	-29	48,391	c	8		
08/08/2000	6:00	-74	44,503	c	8		
08/08/2000	6:00	-101	46,125	c	8		
08/08/2000	12:00	147,364	44,364	a	8		
08/08/2000	12:00	57	43,975	a	8		
08/08/2000	12:00	24,446	44	c	8		
08/08/2000	12:00	7	36,598	a	8		
08/08/2000	12:00	-65,487	45,487	c	8		
08/08/2000	12:00	-97	45,02	c	8		
08/08/2000	18:00	164	54,252	c	8		
08/08/2000	18:00	154,324	45,324	a	8		
08/08/2000	18:00	123	62,489	c	8		
08/08/2000	18:00	60	44,659	a	8		
08/08/2000	18:00	22,247	42,247	a	8		
08/08/2000	18:00	-66,416	46,416	c	8		
08/08/2000	18:00	-94	45,369	c	8		
09/08/2000	0:00	130,553	64,447	c	8		
09/08/2000	0:00	62	41,576	a	8		
09/08/2000	0:00	17,533	37,533	a	8		
09/08/2000	0:00	-88,427	45,427	a	8		
09/08/2000	6:00	121,058	54,058	c	8		
09/08/2000	6:00	65	39,04	a	8		
09/08/2000	6:00	9	40,821	a	8		
09/08/2000	6:00	-88	45,196	a	8		
09/08/2000	6:00	-154,899	55,899	a	8		
09/08/2000	12:00	163	46,329	a	8		
09/08/2000	12:00	124	52,497	a	8		
09/08/2000	12:00	65,733	37,733	a	8		
09/08/2000	12:00	35,579	47,579	c	8		
09/08/2000	12:00	11	49,407	a	8		
09/08/2000	12:00	-50,085	46,085	c	8		
09/08/2000	12:00	-84,247	51,247	a	8		
09/08/2000	18:00	127,748	50,748	a	8		
09/08/2000	18:00	95	60,962	c	8		
09/08/2000	18:00	43	49,381	c	8		
09/08/2000	18:00	10	38,17	a	8		
09/08/2000	18:00	-85	49,605	a	8		
09/08/2000	18:00	-169	59,057	c	8		
10/08/2000	0:00	130	49,512	a	8		
10/08/2000	0:00	13	36,407	c	8		
10/08/2000	0:00	-35	47,67	c	8		
10/08/2000	6:00	134	48,099	c	8		
10/08/2000	6:00	50	51,798	a	8		
10/08/2000	6:00	13	35,597	a	8		
10/08/2000	6:00	-31	48,407	c	8		
10/08/2000	6:00	-81	45,724	c	8		
10/08/2000	12:00	135	46,702	c	8		
10/08/2000	12:00	76	42,588	c	8		
10/08/2000	12:00	57	51,976	a	8		
10/08/2000	12:00	19	44,222	a	8		
10/08/2000	12:00	-26,131	48,131	c	8		
10/08/2000	12:00	-90,567	49,433	a	8		
10/08/2000	12:00	-152	50,56	c	8		
10/08/2000	12:00	-173,715	62,285	a	8		
10/08/2000	18:00	137,021	45,021	c	8		
10/08/2000	18:00	79	41,879	c	8		
10/08/2000	18:00	63	49,624	a	8		
10/08/2000	18:00	23,906	45,094	a	8		
10/08/2000	18:00	-19,825	49,825	c	8		
10/08/2000	18:00	-71	45,397	a	8		
10/08/2000	18:00	-148	49,255	a	8		
11/08/2000	0:00	140,641	44,359	c	8		
11/08/2000	0:00	80,291	41,291	c	8		
11/08/2000	0:00	68	46,851	a	8		
11/08/2000	0:00	20,387	43,387	a	8		
11/08/2000	0:00	-15	52,933	c	8		
11/08/2000	0:00	-83,912	44,088	a	8		
11/08/2000	0:00	-122	40,274	c	8		
11/08/2000	0:00	-142,489	48,511	c	8		
11/08/2000	0:00	-149,848	47,152	a	8		
11/08/2000	6:00	144	51,394	c	8		
11/08/2000	6:00	141,139	45	a	8		
11/08/2000	6:00	72	44,637	a	8		
11/08/2000	6:00	24,558	44,442	a	8		
11/08/2000	6:00	-22,338	47,338	c	8		
11/08/2000	6:00	-60,26	48,26	c	8		
11/08/2000	6:00	-80	43,093	a	8		
11/08/2000	6:00	-119	42,147	c	8		
11/08/2000	6:00	-148	35,319	a	8		
11/08/2000	12:00	145	43,516	c	8		
11/08/2000	12:00	85	42,594	a	8		
11/08/2000	12:00	29,372	46,372	a	8		
11/08/2000	12:00	-19,97	48,03	c	8		
11/08/2000	12:00	-48	49,153	c	8		
11/08/2000	12:00	-80,616	41,384	a	8		
11/08/2000	12:00	-131	37,86	c	8		
11/08/2000	12:00	-145	33,529	a	8		
11/08/2000	18:00	149	42,995	c	8		
11/08/2000	18:00	80,411	42,411	c	8		
11/08/2000	18:00	-16	48,503	c	8		
11/08/2000	18:00	-78	40,273	a	8		
11/08/2000	18:00	-129	41,489	c	8		
11/08/2000	18:00	-142,324	32,324	a	8		
12/08/2000	0:00	150,135	42,135	c	8		
12/08/2000	0:00	88,726	41,726	c	8		
12/08/2000	0:00	24	35,221	a	8		
12/08/2000	0:00	-11	48,135	c	8		
12/08/2000	0:00	-79	39,708	a	8		
12/08/2000	0:00	-129,991	41,009	c	8		
12/08/2000	0:00	-140	32,155	a	8		
12/08/2000	6:00	146	46,349	c	8		
12/08/2000	6:00	90,399	43	c	8		
12/08/2000	6:00	32,456	47,456	a	8		
12/08/2000	6:00	-15	48,07	c	8		
12/08/2000	6:00	-76,297	38,297	a	8		
12/08/2000	6:00	-120,555	45,555	c	8		
12/08/2000	6:00	-136,242	32,758	a	8		
12/08/2000	12:00	153	55,764	c	8		
12/08/2000	12:00	88	40,969	c	8		
12/08/2000	12:00	35,706	48,706	a	8		
12/08/2000	12:00	19,323	49,323	a	8		
12/08/2000	12:00	-12	50,857	c	8		
12/08/2000	12:00	-49,257	48,743	a	8		
12/08/2000	12:00	-80,296	37,704	a	8		
12/08/2000	12:00	-105,033	47,967	c	8		
12/08/2000	12:00	-136,562	36,562	a	8		
12/08/2000	18:00	154	41,052	c	8		
12/08/2000	18:00	93,105	40,895	c	8		
12/08/2000	18:00	20,872	48,872	a	8		
12/08/2000	18:00	-5,992	53,992	c	8		
12/08/2000	18:00	-80	35,56	a	8		
12/08/2000	18:00	-100	48,697	c	8		
12/08/2000	18:00	-135	36,763	a	8		
13/08/2000	0:00	98,481	41,481	c	8		
13/08/2000	0:00	28	48,62	a	8		
13/08/2000	0:00	-19	47,176	c	8		
13/08/2000	0:00	-79	33,442	a	8		
13/08/2000	0:00	-140,911	38,911	a	8		
13/08/2000	6:00	159	42,477	c	8		
13/08/2000	6:00	96,68	44,32	c	8		
13/08/2000	6:00	36	48,019	a	8		
13/08/2000	6:00	-11	46,652	c	8		
13/08/2000	6:00	-79,768	32,768	a	8		
13/08/2000	6:00	-141,672	39,672	a	8		
13/08/2000	12:00	100	44,112	c	8		
13/08/2000	12:00	80,464	47,464	a	8		
13/08/2000	12:00	27	48,377	a	8		
13/08/2000	12:00	12,37	58,37	c	8		
13/08/2000	12:00	-8	48,407	c	8		
13/08/2000	12:00	-51,817	46,183	a	8		
13/08/2000	12:00	-89,436	51	c	8		
13/08/2000	12:00	-142,898	38,898	a	8		
13/08/2000	18:00	103,614	43,614	c	8		
13/08/2000	18:00	74	47,496	c	8		
13/08/2000	18:00	37,651	41,651	a	8		
13/08/2000	18:00	-55	44,752	a	8		
13/08/2000	18:00	-87,034	48,034	c	8		
13/08/2000	18:00	-141,121	39,121	a	8		
14/08/2000	0:00	102,972	43,028	c	8		
14/08/2000	0:00	29,648	42,648	a	8		
14/08/2000	0:00	3	45,591	c	8		
14/08/2000	0:00	-83	45,64	c	8		
14/08/2000	0:00	-146	39,04	a	8		
14/08/2000	6:00	100,713	43,287	c	8		
14/08/2000	6:00	32	41,678	a	8		
14/08/2000	6:00	6	41,766	c	8		
14/08/2000	6:00	-80	44,375	c	8		
14/08/2000	6:00	-150	38,008	a	8		
14/08/2000	12:00	104,376	42,376	c	8		
14/08/2000	12:00	49	51,588	a	8		
14/08/2000	12:00	9	51,255	c	8		
14/08/2000	12:00	-81,859	46,859	c	8		
14/08/2000	12:00	-151	36,752	a	8		
14/08/2000	18:00	110	41,985	c	8		
14/08/2000	18:00	46	46,322	c	8		
14/08/2000	18:00	14	55,79	c	8		
14/08/2000	18:00	-78	45,488	c	8		
14/08/2000	18:00	-148,8	36,2	a	8		
15/08/2000	0:00	115,123	43,123	c	8		
15/08/2000	0:00	52,992	46,992	c	8		
15/08/2000	0:00	-75	49,813	c	8		
15/08/2000	0:00	-152,541	35,459	a	8		
15/08/2000	6:00	110	42,546	c	8		
15/08/2000	6:00	68,565	47,435	c	8		
15/08/2000	6:00	23,449	52,449	a	8		
15/08/2000	6:00	-30	47,727	a	8		
15/08/2000	6:00	-74,818	46,182	a	8		
15/08/2000	6:00	-151	34,662	a	8		
15/08/2000	12:00	94,316	45,316	c	8		
15/08/2000	12:00	69,229	47,229	a	8		
15/08/2000	12:00	37,288	48	a	8		
15/08/2000	12:00	-16	45,622	c	8		
15/08/2000	12:00	-71	52,466	a	8		
15/08/2000	12:00	-148	34,77	a	8		
15/08/2000	18:00	119	40,759	c	8		
15/08/2000	18:00	74	46,098	c	8		
15/08/2000	18:00	59,657	44,657	a	8		
15/08/2000	18:00	40	46,991	a	8		
15/08/2000	18:00	-5,219	49	c	8		
15/08/2000	18:00	-80,181	49,181	c	8		
15/08/2000	18:00	-145	35,826	a	8		
16/08/2000	0:00	79	45,706	c	8		
16/08/2000	0:00	60,813	43,813	a	8		
16/08/2000	0:00	41,092	46,908	a	8		
16/08/2000	0:00	-40	51,762	a	8		
16/08/2000	0:00	-78,779	45,779	c	8		
16/08/2000	0:00	-142	37,685	a	8		
16/08/2000	0:00	-152,836	58	a	8		
16/08/2000	6:00	116,938	43,938	c	8		
16/08/2000	6:00	84	45,294	c	8		
16/08/2000	6:00	68	44,066	a	8		
16/08/2000	6:00	45,196	45,196	a	8		
16/08/2000	6:00	-29,554	47	a	8		
16/08/2000	6:00	-83	43,867	c	8		
16/08/2000	6:00	-146	38,726	a	8		
16/08/2000	12:00	107,852	43,852	c	8		
16/08/2000	12:00	63,6	44,4	c	8		
16/08/2000	12:00	49,058	44	a	8		
16/08/2000	12:00	-79,205	41,205	c	8		
16/08/2000	12:00	-128	43,506	a	8		
16/08/2000	12:00	-146,269	49,731	a	8		
16/08/2000	18:00	157,466	62,466	c	8		
16/08/2000	18:00	127	46,865	c	8		
16/08/2000	18:00	65,33	42,67	c	8		
16/08/2000	18:00	53,71	42,29	a	8		
16/08/2000	18:00	19,765	51,765	c	8		
16/08/2000	18:00	-36	48,936	a	8		
16/08/2000	18:00	-49	56,982	a	8		
16/08/2000	18:00	-75	39,576	c	8		
16/08/2000	18:00	-124,846	44,154	a	8		
16/08/2000	18:00	-142	48,273	a	8		
17/08/2000	0:00	128,82	48,18	c	8		
17/08/2000	0:00	80,923	44,923	a	8		
17/08/2000	0:00	56,686	41	a	8		
17/08/2000	0:00	17,698	52,698	c	8		
17/08/2000	0:00	-75,396	37,604	c	8		
17/08/2000	0:00	-122,539	45,461	a	8		
17/08/2000	0:00	-140	47,773	a	8		
17/08/2000	6:00	125	47,515	c	8		
17/08/2000	6:00	70,679	41,679	c	8		
17/08/2000	6:00	60,645	39,645	a	8		
17/08/2000	6:00	-31,872	44,872	a	8		
17/08/2000	6:00	-77,1	33,9	c	8		
17/08/2000	6:00	-114,379	46,621	a	8		
17/08/2000	6:00	-140	47,354	a	8		
17/08/2000	12:00	129,628	49,372	c	8		
17/08/2000	12:00	79	47,601	c	8		
17/08/2000	12:00	69,835	37,165	a	8		
17/08/2000	12:00	-39,71	52	a	8		
17/08/2000	12:00	-73	34,256	c	8		
