dats	tims	lons	lats	shear	mes		
18/04/2000	0:00	86,332	28,668	a	4		
18/04/2000	0:00	-31,192	23,808	a	4		
18/04/2000	0:00	-66	36,928	a	4		
18/04/2000	0:00	-78,92	27,92	c	4		
18/04/2000	0:00	-129,912	33,088	a	4		
18/04/2000	6:00	86,506	31,494	a	4		
18/04/2000	6:00	-28,969	24,031	a	4		
18/04/2000	6:00	-70	35,625	c	4		
18/04/2000	6:00	-128	36,215	a	4		
18/04/2000	6:00	-155	27,985	a	4		
18/04/2000	12:00	94,971	30,971	a	4		
18/04/2000	12:00	44,979	34	c	4		
18/04/2000	12:00	-25,963	24,963	a	4		
18/04/2000	12:00	-66,031	38	c	4		
18/04/2000	12:00	-71	24,594	c	4		
18/04/2000	12:00	-112,469	36,469	c	4		
18/04/2000	12:00	-133,189	35	c	4		
18/04/2000	12:00	-152,305	26,695	a	4		
18/04/2000	18:00	98,973	30,973	a	4		
18/04/2000	18:00	42	30,348	c	4		
18/04/2000	18:00	-22,449	26,551	a	4		
18/04/2000	18:00	-67	26,672	c	4		
18/04/2000	18:00	-143,848	28,152	a	4		
19/04/2000	0:00	103,527	31,473	a	4		
19/04/2000	0:00	66	35,788	c	4		
19/04/2000	0:00	-22	26,9	a	4		
19/04/2000	0:00	-75	29,483	c	4		
19/04/2000	0:00	-140,299	27,701	a	4		
19/04/2000	6:00	112	35,343	a	4		
19/04/2000	6:00	68	37,163	a	4		
19/04/2000	6:00	-19,044	25,956	a	4		
19/04/2000	6:00	-60	34,792	c	4		
19/04/2000	12:00	50	29,657	c	4		
19/04/2000	12:00	19	27,961	a	4		
19/04/2000	12:00	11	31,224	c	4		
19/04/2000	12:00	-7,169	35,169	a	4		
19/04/2000	12:00	-76,873	33	a	4		
19/04/2000	12:00	-127	30,63	a	4		
19/04/2000	18:00	128,173	34,827	a	4		
19/04/2000	18:00	41,222	33,778	c	4		
19/04/2000	18:00	-4	34,463	a	4		
19/04/2000	18:00	-97,252	43	c	4		
19/04/2000	18:00	-120,246	32,754	a	4		
20/04/2000	0:00	132,185	34	a	4		
20/04/2000	0:00	39,856	32	c	4		
20/04/2000	0:00	-2	29,616	a	4		
20/04/2000	0:00	-68,161	30,839	a	4		
20/04/2000	0:00	-134,49	26,51	a	4		
20/04/2000	6:00	137,28	31,72	a	4		
20/04/2000	6:00	70	37,199	a	4		
20/04/2000	6:00	45	34,255	c	4		
20/04/2000	6:00	4,585	29,585	a	4		
20/04/2000	6:00	-70	29,206	a	4		
20/04/2000	6:00	-132	23,811	a	4		
20/04/2000	12:00	144	29,929	a	4		
20/04/2000	12:00	44	34,786	c	4		
20/04/2000	12:00	10,2	29,2	a	4		
20/04/2000	12:00	-68	28,093	a	4		
20/04/2000	12:00	-93	35,317	c	4		
20/04/2000	12:00	-130,478	22,478	a	4		
20/04/2000	18:00	161,32	31,68	c	4		
20/04/2000	18:00	146	28,443	a	4		
20/04/2000	18:00	56,935	38,065	a	4		
20/04/2000	18:00	-29	34,722	a	4		
20/04/2000	18:00	-57,439	38	c	4		
20/04/2000	18:00	-64	27,355	a	4		
20/04/2000	18:00	-90	34,637	c	4		
20/04/2000	18:00	-128	22,219	a	4		
21/04/2000	0:00	153,755	31,245	a	4		
21/04/2000	0:00	57	45,399	c	4		
21/04/2000	0:00	42,953	29,953	c	4		
21/04/2000	0:00	-26,232	33,768	a	4		
21/04/2000	0:00	-61	28,967	a	4		
21/04/2000	0:00	-87,446	34,446	c	4		
21/04/2000	0:00	-125	21,719	a	4		
21/04/2000	6:00	85	34,878	c	4		
21/04/2000	6:00	71	39,9	a	4		
21/04/2000	6:00	48,774	29,226	c	4		
21/04/2000	6:00	30,899	29,899	c	4		
21/04/2000	6:00	-59,655	29,655	a	4		
21/04/2000	6:00	-87	34,085	c	4		
21/04/2000	6:00	-122	23,343	a	4		
21/04/2000	12:00	144	39,735	c	4		
21/04/2000	12:00	70,608	38,608	a	4		
21/04/2000	12:00	50,734	32,266	c	4		
21/04/2000	12:00	-13	34,62	c	4		
21/04/2000	12:00	-60	27,758	a	4		
21/04/2000	12:00	-84	33,114	c	4		
21/04/2000	12:00	-121	27,851	a	4		
21/04/2000	18:00	69,807	42	a	4		
21/04/2000	18:00	55,291	32,709	c	4		
21/04/2000	18:00	-4	39,164	c	4		
21/04/2000	18:00	-56	27,518	c	4		
21/04/2000	18:00	-119,303	28,303	a	4		
22/04/2000	0:00	150,785	39,215	c	4		
22/04/2000	0:00	43	35,225	c	4		
22/04/2000	0:00	0,628	39,628	a	4		
22/04/2000	0:00	-53,219	28,781	c	4		
22/04/2000	0:00	-119	30,114	c	4		
22/04/2000	6:00	75,383	39,383	a	4		
22/04/2000	6:00	41,919	34,081	c	4		
22/04/2000	6:00	7,643	40,643	a	4		
22/04/2000	6:00	-51	29,049	a	4		
22/04/2000	6:00	-77,319	30,319	c	4		
22/04/2000	6:00	-117	30,14	c	4		
22/04/2000	12:00	38,684	31,316	c	4		
22/04/2000	12:00	11,257	40	a	4		
22/04/2000	12:00	-24	36,58	a	4		
22/04/2000	18:00	36,788	29,212	c	4		
22/04/2000	18:00	15,107	38	a	4		
22/04/2000	18:00	-17	33,867	a	4		
22/04/2000	18:00	-72,02	34	c	4		
23/04/2000	0:00	36,691	29,309	c	4		
23/04/2000	0:00	19,184	35	a	4		
23/04/2000	0:00	-58	43,705	a	4		
23/04/2000	0:00	-70	26,633	c	4		
23/04/2000	0:00	-101,053	35,053	c	4		
23/04/2000	6:00	38,151	31	c	4		
23/04/2000	6:00	-65	27,776	c	4		
23/04/2000	6:00	-97	35,693	c	4		
23/04/2000	6:00	-172,741	39,259	a	4		
23/04/2000	12:00	42	33,304	c	4		
23/04/2000	12:00	18,481	41	a	4		
23/04/2000	12:00	10,311	39	c	4		
23/04/2000	12:00	-5	34,134	c	4		
23/04/2000	12:00	-36,627	39,627	a	4		
23/04/2000	12:00	-63,928	29,928	c	4		
23/04/2000	12:00	-96	33,418	c	4		
23/04/2000	18:00	75,909	36,909	c	4		
23/04/2000	18:00	3	34,283	c	4		
23/04/2000	18:00	-32,142	38,858	a	4		
23/04/2000	18:00	-65,599	31,599	c	4		
23/04/2000	18:00	-154	36,589	a	4		
24/04/2000	0:00	72	35,591	c	4		
24/04/2000	0:00	27,745	31,745	a	4		
24/04/2000	0:00	-32	37,524	a	4		
24/04/2000	0:00	-62	32,102	c	4		
24/04/2000	0:00	-93,399	31,399	c	4		
24/04/2000	0:00	-142	37,839	c	4		
24/04/2000	6:00	30,27	31,27	a	4		
24/04/2000	6:00	-31	35,902	a	4		
24/04/2000	6:00	-56,744	34,744	c	4		
24/04/2000	6:00	-83	33,79	a	4		
24/04/2000	12:00	81	33,912	a	4		
24/04/2000	12:00	22	31,937	c	4		
24/04/2000	12:00	-29,664	34,664	a	4		
24/04/2000	12:00	-55,081	37	c	4		
24/04/2000	18:00	-50	37,597	c	4		
25/04/2000	0:00	83	32,362	a	4		
25/04/2000	0:00	22,755	33,755	a	4		
25/04/2000	0:00	7,412	37,588	a	4		
25/04/2000	0:00	-23	33,934	a	4		
25/04/2000	0:00	-45	40,791	c	4		
25/04/2000	0:00	-115,971	37	a	4		
25/04/2000	6:00	164	41,427	c	4		
25/04/2000	6:00	86	32,052	a	4		
25/04/2000	6:00	11,414	37	a	4		
25/04/2000	6:00	-20,924	33,076	a	4		
25/04/2000	6:00	-41	43,641	c	4		
25/04/2000	6:00	-97	33,801	c	4		
25/04/2000	12:00	67,293	37,707	c	4		
25/04/2000	12:00	28,707	32,293	c	4		
25/04/2000	12:00	20,26	34,74	a	4		
25/04/2000	12:00	-27	26,153	a	4		
25/04/2000	12:00	-37	42,522	c	4		
25/04/2000	12:00	-108	36,378	a	4		
25/04/2000	18:00	-28	26,134	a	4		
25/04/2000	18:00	-114	35,646	a	4		
26/04/2000	0:00	-27,773	26,227	a	4		
26/04/2000	0:00	-30,607	41,393	a	4		
26/04/2000	0:00	-95,877	32,877	a	4		
26/04/2000	0:00	-109,601	35,399	a	4		
26/04/2000	6:00	-23	27,284	a	4		
26/04/2000	6:00	-102	33,975	a	4		
26/04/2000	12:00	87	34,312	c	4		
26/04/2000	12:00	-19,481	29,481	a	4		
26/04/2000	12:00	-98,685	32,685	a	4		
26/04/2000	12:00	-142,32	34	c	4		
26/04/2000	18:00	117	33,885	a	4		
26/04/2000	18:00	-21	29,835	a	4		
27/04/2000	0:00	126,684	33,316	c	4		
27/04/2000	0:00	-16,907	30,093	a	4		
27/04/2000	0:00	-126,423	50,577	c	4		
27/04/2000	6:00	132,199	33,801	c	4		
27/04/2000	6:00	74	32,9	c	4		
27/04/2000	6:00	-40,964	26,036	a	4		
27/04/2000	6:00	-129,631	38	c	4		
27/04/2000	12:00	138,365	35	c	4		
27/04/2000	12:00	110,395	36	c	4		
27/04/2000	12:00	81,168	34,168	a	4		
27/04/2000	12:00	4,574	35	c	4		
27/04/2000	12:00	-42,722	24,278	a	4		
27/04/2000	12:00	-129	32,516	c	4		
27/04/2000	18:00	154	44,336	c	4		
27/04/2000	18:00	93	34,939	c	4		
27/04/2000	18:00	22	32,173	c	4		
27/04/2000	18:00	-23,981	29,019	a	4		
27/04/2000	18:00	-83,396	26,604	a	4		
27/04/2000	18:00	-119,627	46	c	4		
28/04/2000	0:00	153	45,539	c	4		
28/04/2000	0:00	80	31,024	c	4		
28/04/2000	0:00	31,865	23,865	c	4		
28/04/2000	0:00	28	27,122	a	4		
28/04/2000	0:00	9	32,809	a	4		
28/04/2000	0:00	-19,623	28,377	a	4		
28/04/2000	0:00	-119,104	43	c	4		
28/04/2000	6:00	40	29,91	c	4		
28/04/2000	6:00	-14	27,822	a	4		
28/04/2000	6:00	-118	38,122	c	4		
28/04/2000	6:00	-174,913	39,913	a	4		
28/04/2000	12:00	155,736	40	c	4		
28/04/2000	12:00	37,458	25,542	c	4		
28/04/2000	12:00	-7	27,422	a	4		
28/04/2000	12:00	-117,163	36	c	4		
28/04/2000	18:00	162,807	42,807	c	4		
28/04/2000	18:00	43,406	30	c	4		
28/04/2000	18:00	-29,532	33	a	4		
28/04/2000	18:00	-114,465	39,465	c	4		
29/04/2000	0:00	76,962	32,038	a	4		
29/04/2000	0:00	42	30,289	c	4		
29/04/2000	0:00	22	32,969	c	4		
29/04/2000	0:00	-26	29,357	a	4		
29/04/2000	0:00	-57,127	39	c	4		
29/04/2000	0:00	-112,531	38,531	c	4		
29/04/2000	0:00	-142,641	43,641	c	4		
29/04/2000	6:00	82	30,602	c	4		
29/04/2000	6:00	48	32,693	c	4		
29/04/2000	6:00	30,745	30,255	c	4		
29/04/2000	6:00	-109,087	41,913	c	4		
29/04/2000	6:00	-131	46,077	c	4		
29/04/2000	6:00	-167	42,915	a	4		
29/04/2000	12:00	80	29,965	c	4		
29/04/2000	12:00	49	36,169	c	4		
29/04/2000	12:00	37	29,791	c	4		
29/04/2000	12:00	-26	34,312	a	4		
29/04/2000	12:00	-89,806	38,194	a	4		
29/04/2000	18:00	84	29,232	c	4		
29/04/2000	18:00	72,784	35	a	4		
29/04/2000	18:00	43	31,69	c	4		
29/04/2000	18:00	-22,888	32	a	4		
29/04/2000	18:00	-87,781	37,219	a	4		
29/04/2000	18:00	-109,888	32,888	c	4		
30/04/2000	0:00	86	27,716	c	4		
30/04/2000	0:00	80,417	31	a	4		
30/04/2000	0:00	50	33,942	c	4		
30/04/2000	0:00	-19,125	28,875	a	4		
30/04/2000	0:00	-29	43,268	c	4		
30/04/2000	0:00	-84,415	34,585	a	4		
30/04/2000	0:00	-106	33,141	c	4		
30/04/2000	6:00	85,805	28,805	c	4		
30/04/2000	6:00	65,131	35	a	4		
30/04/2000	6:00	-25	39,706	c	4		
30/04/2000	6:00	-42	42,945	a	4		
30/04/2000	6:00	-60	39,995	c	4		
30/04/2000	6:00	-82,808	33	a	4		
30/04/2000	6:00	-104	31,795	c	4		
30/04/2000	6:00	-111,418	36	a	4		
30/04/2000	12:00	88	28,255	c	4		
30/04/2000	12:00	67,67	35	a	4		
30/04/2000	12:00	-20,028	36,028	a	4		
30/04/2000	12:00	-84,959	36	a	4		
30/04/2000	12:00	-104,529	32,529	a	4		
30/04/2000	18:00	91,359	30,641	c	4		
30/04/2000	18:00	69,669	33,669	a	4		
30/04/2000	18:00	-12,763	32,763	a	4		
30/04/2000	18:00	-36,689	45	a	4		
30/04/2000	18:00	-81,646	33	a	4		
30/04/2000	18:00	-106	32,036	a	4		
01/05/2000	0:00	91,981	28,019	c	5		
01/05/2000	0:00	0,217	30,217	a	5		
01/05/2000	0:00	-31,981	42	a	5		
01/05/2000	0:00	-77,552	29,448	a	5		
01/05/2000	6:00	110,407	36,593	c	5		
01/05/2000	6:00	85,183	27,817	c	5		
01/05/2000	6:00	24	33,822	c	5		
01/05/2000	6:00	-27,487	37,513	a	5		
01/05/2000	6:00	-74	27,591	a	5		
01/05/2000	12:00	100,164	32,164	c	5		
01/05/2000	12:00	78,714	30,714	a	5		
01/05/2000	12:00	27	31,578	c	5		
01/05/2000	12:00	-20	33,529	a	5		
01/05/2000	12:00	-28,696	38,304	a	5		
01/05/2000	12:00	-71	26,455	a	5		
01/05/2000	12:00	-125,829	39,829	c	5		
01/05/2000	18:00	106,521	32,479	c	5		
01/05/2000	18:00	82	29,057	a	5		
01/05/2000	18:00	31	30,986	c	5		
01/05/2000	18:00	-27	34,238	a	5		
01/05/2000	18:00	-68,457	25,543	a	5		
01/05/2000	18:00	-94,651	43,349	a	5		
01/05/2000	18:00	-128	41,732	c	5		
02/05/2000	0:00	83,14	27,86	a	5		
02/05/2000	0:00	35,406	32,406	c	5		
02/05/2000	0:00	-24	31,382	a	5		
02/05/2000	0:00	-52,18	38	c	5		
02/05/2000	0:00	-91	41,38	a	5		
02/05/2000	0:00	-111	47,836	c	5		
02/05/2000	6:00	85,372	27,628	a	5		
02/05/2000	6:00	-22	29,172	a	5		
02/05/2000	6:00	-44,527	43	c	5		
02/05/2000	6:00	-89,822	40,178	a	5		
02/05/2000	6:00	-119,692	38	c	5		
02/05/2000	12:00	87	29,761	a	5		
02/05/2000	12:00	-21	28,369	a	5		
02/05/2000	12:00	-42,005	42	c	5		
02/05/2000	12:00	-87	38,354	a	5		
02/05/2000	18:00	85,543	28,543	a	5		
02/05/2000	18:00	-23	29,06	a	5		
02/05/2000	18:00	-84,006	36,994	a	5		
03/05/2000	0:00	89	28,736	a	5		
03/05/2000	0:00	-21	28,274	a	5		
03/05/2000	0:00	-79,897	35,103	a	5		
03/05/2000	0:00	-106,373	45,627	c	5		
03/05/2000	6:00	89	35,523	a	5		
03/05/2000	6:00	-21	28,372	a	5		
03/05/2000	6:00	-35	36,286	c	5		
03/05/2000	6:00	-79	38,679	a	5		
03/05/2000	6:00	-108	37,744	a	5		
03/05/2000	12:00	104	35,611	a	5		
03/05/2000	12:00	92,292	40,292	a	5		
03/05/2000	12:00	38	36,79	c	5		
03/05/2000	12:00	-22	28,124	a	5		
03/05/2000	12:00	-32,96	33	a	5		
03/05/2000	12:00	-67,983	35,983	c	5		
03/05/2000	12:00	-74,958	36	a	5		
03/05/2000	12:00	-86	51,63	a	5		
03/05/2000	12:00	-104	39,989	a	5		
03/05/2000	18:00	112,723	34,277	a	5		
03/05/2000	18:00	57,856	39,856	a	5		
03/05/2000	18:00	-21	28,667	a	5		
03/05/2000	18:00	-73	33,934	a	5		
03/05/2000	18:00	-102	39,809	a	5		
04/05/2000	0:00	100	32,513	a	5		
04/05/2000	0:00	56	38,978	a	5		
04/05/2000	0:00	-22	29,177	a	5		
04/05/2000	0:00	-68	33,264	a	5		
04/05/2000	6:00	123,439	32	a	5		
04/05/2000	6:00	73	39,943	c	5		
04/05/2000	6:00	65	38,566	a	5		
04/05/2000	6:00	-25	27,805	a	5		
04/05/2000	6:00	-70,229	35,771	a	5		
04/05/2000	12:00	127	31,949	a	5		
04/05/2000	12:00	37,015	36,985	c	5		
04/05/2000	12:00	23,852	29,852	a	5		
04/05/2000	12:00	-68	33,619	a	5		
04/05/2000	18:00	126,349	33	a	5		
04/05/2000	18:00	101	31,689	a	5		
04/05/2000	18:00	80,772	41,772	a	5		
04/05/2000	18:00	26	29,088	a	5		
04/05/2000	18:00	-69	31,2	a	5		
05/05/2000	0:00	109,775	34,225	c	5		
05/05/2000	0:00	104	31,253	a	5		
05/05/2000	0:00	79,357	40,643	a	5		
05/05/2000	0:00	45,969	40,969	c	5		
05/05/2000	0:00	1	36,729	c	5		
05/05/2000	0:00	-26	26,226	a	5		
05/05/2000	0:00	-67	29,061	a	5		
05/05/2000	6:00	121	33,466	a	5		
05/05/2000	6:00	107	30,575	a	5		
05/05/2000	6:00	101	41,599	a	5		
05/05/2000	6:00	88	42,43	a	5		
05/05/2000	6:00	-27	25,255	a	5		
05/05/2000	6:00	-64,044	28,044	a	5		
05/05/2000	12:00	125	32,739	a	5		
05/05/2000	12:00	112,355	35	a	5		
05/05/2000	12:00	89	41,219	a	5		
05/05/2000	12:00	37,698	36	c	5		
05/05/2000	12:00	-24	23,709	a	5		
05/05/2000	12:00	-62,971	26,971	a	5		
05/05/2000	18:00	132,52	31,52	a	5		
05/05/2000	18:00	105,517	40,517	a	5		
05/05/2000	18:00	82	39,735	c	5		
05/05/2000	18:00	-15	24,686	a	5		
05/05/2000	18:00	-59	29,184	a	5		
06/05/2000	0:00	116	33,748	a	5		
06/05/2000	0:00	-13	29,068	a	5		
06/05/2000	0:00	-57	29,241	a	5		
06/05/2000	0:00	-74,415	43,585	a	5		
06/05/2000	6:00	144	31,427	a	5		
06/05/2000	6:00	105,633	40,633	a	5		
06/05/2000	6:00	-15	29,2	a	5		
06/05/2000	6:00	-57,695	29,305	a	5		
06/05/2000	6:00	-78,404	49,596	a	5		
06/05/2000	12:00	148,184	31	a	5		
06/05/2000	12:00	109,246	39,246	a	5		
06/05/2000	12:00	80,495	38,505	c	5		
06/05/2000	12:00	40,553	36	c	5		
06/05/2000	12:00	-55,867	29,133	c	5		
06/05/2000	12:00	-60	30,574	a	5		
06/05/2000	18:00	90,211	39,789	c	5		
06/05/2000	18:00	44,863	39,863	c	5		
06/05/2000	18:00	-52	31,44	c	5		
06/05/2000	18:00	-57,542	29,458	a	5		
06/05/2000	18:00	-67,349	37,651	a	5		
07/05/2000	0:00	120,473	33,473	a	5		
07/05/2000	0:00	-27,938	34,062	a	5		
07/05/2000	0:00	-56	29,193	c	5		
07/05/2000	0:00	-64,504	32,504	a	5		
07/05/2000	6:00	146	33,772	c	5		
07/05/2000	6:00	121	33,481	a	5		
07/05/2000	6:00	-22,836	31,164	a	5		
07/05/2000	6:00	-62,536	29,536	a	5		
07/05/2000	12:00	148,334	31,666	c	5		
07/05/2000	12:00	121,754	36,754	a	5		
07/05/2000	12:00	37,454	25,546	c	5		
07/05/2000	12:00	-19,657	30,343	a	5		
07/05/2000	12:00	-49	29,182	c	5		
07/05/2000	12:00	-58,59	27,41	a	5		
07/05/2000	18:00	155	30,911	c	5		
07/05/2000	18:00	40	27,713	c	5		
07/05/2000	18:00	-18,716	30,284	a	5		
07/05/2000	18:00	-44	32,157	c	5		
07/05/2000	18:00	-54,831	26,169	a	5		
08/05/2000	0:00	163	30,209	a	5		
08/05/2000	0:00	126,484	34	a	5		
08/05/2000	0:00	87,788	36,212	a	5		
08/05/2000	0:00	23,903	37,903	a	5		
08/05/2000	0:00	-15,694	29,694	a	5		
08/05/2000	0:00	-40,296	34,296	c	5		
08/05/2000	0:00	-54,025	27,975	a	5		
08/05/2000	6:00	170	28,756	a	5		
08/05/2000	6:00	131	30,807	a	5		
08/05/2000	6:00	93	35,564	a	5		
08/05/2000	6:00	35	30,95	a	5		
08/05/2000	6:00	-16	29,754	a	5		
08/05/2000	6:00	-45,165	28,165	a	5		
08/05/2000	12:00	39,719	32	c	5		
08/05/2000	12:00	31,398	31,398	a	5		
08/05/2000	12:00	-11	29,766	a	5		
08/05/2000	12:00	-41	26,747	a	5		
08/05/2000	18:00	35	31,106	c	5		
08/05/2000	18:00	-9	30,765	a	5		
08/05/2000	18:00	-44	32,21	a	5		
09/05/2000	0:00	139,481	29	a	5		
09/05/2000	0:00	60,593	44,407	c	5		
09/05/2000	0:00	45,705	35	c	5		
09/05/2000	0:00	-13	31,097	a	5		
09/05/2000	0:00	-42	32,406	c	5		
09/05/2000	0:00	-92	45,337	c	5		
09/05/2000	6:00	143,842	26,842	a	5		
09/05/2000	6:00	51,597	38,597	c	5		
09/05/2000	6:00	-12	30,84	a	5		
09/05/2000	6:00	-36,843	33,843	c	5		
09/05/2000	6:00	-52,578	36,422	a	5		
09/05/2000	6:00	-176,886	29,114	a	5		
09/05/2000	12:00	82,604	44,396	c	5		
09/05/2000	12:00	72,657	44	a	5		
09/05/2000	12:00	49,834	37,166	c	5		
09/05/2000	12:00	-9,139	31,139	a	5		
09/05/2000	12:00	-39,696	33,304	c	5		
09/05/2000	12:00	-174	22,608	c	5		
09/05/2000	18:00	153,026	26,974	a	5		
09/05/2000	18:00	111	32,929	c	5		
09/05/2000	18:00	55	40,342	c	5		
09/05/2000	18:00	-41,619	31,381	a	5		
09/05/2000	18:00	-171,737	27,737	c	5		
10/05/2000	0:00	156,344	25,344	a	5		
10/05/2000	0:00	112	33,497	a	5		
10/05/2000	0:00	87	41,826	a	5		
10/05/2000	0:00	-36,977	30,023	a	5		
10/05/2000	0:00	-169	33,027	c	5		
10/05/2000	6:00	165,555	30	c	5		
10/05/2000	6:00	94,034	40,034	a	5		
10/05/2000	6:00	-31,743	29,257	a	5		
10/05/2000	6:00	-87,369	35	c	5		
10/05/2000	6:00	-166	35,081	c	5		
10/05/2000	12:00	167,922	29,078	c	5		
10/05/2000	12:00	101,255	37,255	a	5		
10/05/2000	12:00	-27,075	29,075	a	5		
10/05/2000	12:00	-85	32,787	c	5		
10/05/2000	12:00	-163	37,381	c	5		
10/05/2000	18:00	169	28,077	c	5		
10/05/2000	18:00	92	34,626	a	5		
10/05/2000	18:00	3,318	40	c	5		
10/05/2000	18:00	-24	28,355	a	5		
10/05/2000	18:00	-82,461	36,539	c	5		
10/05/2000	18:00	-156,475	39,475	c	5		
11/05/2000	0:00	172	28,116	c	5		
11/05/2000	0:00	93,386	31,386	a	5		
11/05/2000	0:00	2,398	33,398	c	5		
11/05/2000	0:00	-20,97	26,03	a	5		
11/05/2000	0:00	-76,639	33,639	c	5		
11/05/2000	0:00	-148	41,033	c	5		
11/05/2000	6:00	175	28,356	c	5		
11/05/2000	6:00	115	36,352	c	5		
11/05/2000	6:00	95,737	29,737	a	5		
11/05/2000	6:00	-3	34,427	c	5		
11/05/2000	6:00	-75,132	30,868	c	5		
11/05/2000	6:00	-128,739	37,739	a	5		
11/05/2000	12:00	-10,051	26,949	c	5		
11/05/2000	12:00	-73	34,932	c	5		
11/05/2000	18:00	107,552	30,552	a	5		
11/05/2000	18:00	-10	25,592	c	5		
11/05/2000	18:00	-18,655	30,345	a	5		
11/05/2000	18:00	-70	31,793	c	5		
12/05/2000	0:00	107	30,18	a	5		
12/05/2000	0:00	16,507	40,493	c	5		
12/05/2000	0:00	-67,458	29	c	5		
12/05/2000	6:00	111,538	28,538	a	5		
12/05/2000	6:00	21	38,45	c	5		
12/05/2000	6:00	4,582	31,418	c	5		
12/05/2000	6:00	-11,556	30	a	5		
12/05/2000	6:00	-67	26,035	c	5		
12/05/2000	12:00	116	28,545	a	5		
12/05/2000	12:00	104,127	40,873	a	5		
12/05/2000	12:00	0,576	30,576	c	5		
12/05/2000	12:00	-7	29,088	a	5		
12/05/2000	12:00	-69	21,927	c	5		
12/05/2000	18:00	119,132	29,132	a	5		
12/05/2000	18:00	2,798	31	c	5		
12/05/2000	18:00	-4,597	30	a	5		
12/05/2000	18:00	-41,186	46,814	a	5		
12/05/2000	18:00	-65,203	19,797	c	5		
12/05/2000	18:00	-176,488	32,512	c	5		
13/05/2000	0:00	127,812	29,188	c	5		
13/05/2000	0:00	6,402	32,598	c	5		
13/05/2000	0:00	-1	29,732	a	5		
13/05/2000	0:00	-41	43,746	a	5		
13/05/2000	0:00	-61	27,404	c	5		
13/05/2000	0:00	-169,386	39,614	c	5		
13/05/2000	6:00	53	39,294	c	5		
13/05/2000	6:00	6,467	31	c	5		
13/05/2000	6:00	0,338	30,338	a	5		
13/05/2000	6:00	-36,941	42,059	a	5		
13/05/2000	6:00	-59	23,625	c	5		
13/05/2000	6:00	-144,942	37	a	5		
13/05/2000	6:00	-176,171	41	c	5		
13/05/2000	12:00	28	36,436	c	5		
13/05/2000	12:00	4	29,773	a	5		
13/05/2000	12:00	-55	26,656	c	5		
13/05/2000	12:00	-142,941	35	a	5		
13/05/2000	12:00	-177	40,209	c	5		
13/05/2000	18:00	125,035	30,035	a	5		
13/05/2000	18:00	50	37,553	a	5		
13/05/2000	18:00	31,406	37,406	c	5		
13/05/2000	18:00	5,058	30,058	a	5		
13/05/2000	18:00	-11	54,763	c	5		
13/05/2000	18:00	-34,824	41,176	a	5		
13/05/2000	18:00	-54,124	27,876	c	5		
13/05/2000	18:00	-58	32,72	a	5		
13/05/2000	18:00	-144,996	40	a	5		
13/05/2000	18:00	-178,818	39,818	c	5		
14/05/2000	0:00	153,609	38	c	5		
14/05/2000	0:00	57,455	38,455	a	5		
14/05/2000	0:00	35,168	36,168	c	5		
14/05/2000	0:00	6,093	30,093	a	5		
14/05/2000	0:00	-14,805	45,805	c	5		
14/05/2000	0:00	-33	41,08	a	5		
14/05/2000	0:00	-55,633	29	a	5		
14/05/2000	0:00	-141	34,569	a	5		
14/05/2000	6:00	159,255	38,255	c	5		
14/05/2000	6:00	8,18	29,82	a	5		
14/05/2000	6:00	-19,896	41,896	c	5		
14/05/2000	6:00	-31,072	39,928	a	5		
14/05/2000	6:00	-53	26,541	a	5		
14/05/2000	6:00	-136	32,776	a	5		
14/05/2000	6:00	-175,706	63,706	c	5		
14/05/2000	12:00	67,856	40,144	a	5		
14/05/2000	12:00	5,779	38,779	a	5		
14/05/2000	12:00	-48	26,036	a	5		
14/05/2000	12:00	-136,486	32,514	a	5		
14/05/2000	18:00	76,713	41,713	a	5		
14/05/2000	18:00	59	37,944	a	5		
14/05/2000	18:00	39,13	35,13	a	5		
14/05/2000	18:00	6,466	38,466	a	5		
14/05/2000	18:00	-29	34,647	a	5		
14/05/2000	18:00	-67,553	49,553	c	5		
14/05/2000	18:00	-135,218	31,782	a	5		
15/05/2000	0:00	51	38,765	c	5		
15/05/2000	0:00	16	31,511	a	5		
15/05/2000	0:00	-30,134	33,134	a	5		
15/05/2000	0:00	-133	31,778	a	5		
15/05/2000	0:00	-163	40,616	c	5		
15/05/2000	6:00	157	32,958	c	5		
15/05/2000	6:00	88	39,692	a	5		
15/05/2000	6:00	64,185	39,815	c	5		
15/05/2000	6:00	27,24	36,24	c	5		
15/05/2000	6:00	20	33,062	a	5		
15/05/2000	6:00	-11,777	45,777	c	5		
15/05/2000	6:00	-26	31,8	a	5		
15/05/2000	6:00	-132	31,395	a	5		
15/05/2000	6:00	-151,666	45,334	c	5		
15/05/2000	12:00	88,584	40,584	a	5		
15/05/2000	12:00	16,736	32,736	a	5		
15/05/2000	12:00	-21,417	31,417	a	5		
15/05/2000	12:00	-129,41	31,41	a	5		
15/05/2000	18:00	168	34,875	c	5		
15/05/2000	18:00	72	40,752	c	5		
15/05/2000	18:00	51,719	37,719	c	5		
15/05/2000	18:00	36,833	36,167	a	5		
15/05/2000	18:00	-25	32,403	a	5		
15/05/2000	18:00	-127	31,721	a	5		
16/05/2000	0:00	173,376	35,624	c	5		
16/05/2000	0:00	84,745	41,745	a	5		
16/05/2000	0:00	-26	31,546	a	5		
16/05/2000	0:00	-125	33,075	a	5		
16/05/2000	6:00	78,719	42	c	5		
